
Logs for container_1783666251674_0002_01_000001
ResourceManager

    RM Home 

NodeManager
Tools
	

WARNING: Using incubator modules: jdk.incubator.vector
2026-07-10T07:54:31,323 INFO  [main] util.SignalUtils: Registering signal handler for TERM
2026-07-10T07:54:46,895 INFO  [dispatcher-BlockManagerMaster] storage.BlockManagerMasterEndpoint: Registering block manager node143.host:41485 with 127.2 MiB RAM, BlockManagerId(driver, node143.host, 41485, None)
2026-07-10T07:54:46,901 INFO  [Driver] storage.BlockManagerMaster: Registered BlockManager BlockManagerId(driver, node143.host, 41485, None)
2026-07-10T07:54:46,903 INFO  [Driver] storage.BlockManager: Initialized BlockManager: BlockManagerId(driver, node143.host, 41485, None)
2026-07-10T07:54:47,568 INFO  [Driver] history.RollingEventLogFilesWriter: Logging events to hdfs://node49.host:9000/spark/logs/eventlog_v2_application_1783666251674_0002_1/events_1_application_1783666251674_0002_1.zstd
2026-07-10T07:54:48,399 INFO  [Driver] handler.ContextHandler: Stopped o.s.j.s.ServletContextHandler@66bd6702{/,null,STOPPED,@Spark}
2026-07-10T07:54:48,401 INFO  [Driver] ui.ServerInfo: Adding filter to /jobs: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,404 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@50356974{/jobs,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,405 INFO  [Driver] ui.ServerInfo: Adding filter to /jobs/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,410 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@1935837d{/jobs/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,411 INFO  [Driver] ui.ServerInfo: Adding filter to /jobs/job: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,417 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@66657c69{/jobs/job,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,418 INFO  [Driver] ui.ServerInfo: Adding filter to /jobs/job/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,422 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@8507d71{/jobs/job/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,423 INFO  [Driver] ui.ServerInfo: Adding filter to /stages: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,429 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@1303c09d{/stages,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,430 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,433 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@29314c52{/stages/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,433 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/stage: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,438 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@3d7b0534{/stages/stage,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,439 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/stage/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,443 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@53c02f90{/stages/stage/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,444 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/pool: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,448 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@64f76000{/stages/pool,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,450 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/pool/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,455 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@13d47654{/stages/pool/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,457 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/taskThreadDump: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,462 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@23baada5{/stages/taskThreadDump,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,465 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/taskThreadDump/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,469 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@26920522{/stages/taskThreadDump/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,470 INFO  [Driver] ui.ServerInfo: Adding filter to /storage: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,472 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@1487da6d{/storage,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,473 INFO  [Driver] ui.ServerInfo: Adding filter to /storage/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,477 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@78abd984{/storage/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,478 INFO  [Driver] ui.ServerInfo: Adding filter to /storage/rdd: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,482 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@2795715f{/storage/rdd,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,484 INFO  [Driver] ui.ServerInfo: Adding filter to /storage/rdd/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,487 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@323aea5c{/storage/rdd/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,488 INFO  [Driver] ui.ServerInfo: Adding filter to /environment: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,491 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@1b31b1da{/environment,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,493 INFO  [Driver] ui.ServerInfo: Adding filter to /environment/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,496 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@6d51e6ba{/environment/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,498 INFO  [Driver] ui.ServerInfo: Adding filter to /executors: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,501 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@6fadb63d{/executors,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,501 INFO  [Driver] ui.ServerInfo: Adding filter to /executors/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,505 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@82de180{/executors/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,507 INFO  [Driver] ui.ServerInfo: Adding filter to /executors/threadDump: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,511 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@49543de2{/executors/threadDump,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,512 INFO  [Driver] ui.ServerInfo: Adding filter to /executors/threadDump/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,514 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@65247ae5{/executors/threadDump/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,515 INFO  [Driver] ui.ServerInfo: Adding filter to /executors/heapHistogram: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,517 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@7535a0a{/executors/heapHistogram,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,518 INFO  [Driver] ui.ServerInfo: Adding filter to /executors/heapHistogram/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,520 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@c7074e6{/executors/heapHistogram/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,521 INFO  [Driver] ui.ServerInfo: Adding filter to /static: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,536 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@28cf91f8{/static,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,537 INFO  [Driver] ui.ServerInfo: Adding filter to /: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,539 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@479bdd6a{/,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,540 INFO  [Driver] ui.ServerInfo: Adding filter to /api: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,544 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@3a3e866b{/api,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,545 INFO  [Driver] ui.ServerInfo: Adding filter to /metrics: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,547 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@4b096202{/metrics,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,548 INFO  [Driver] ui.ServerInfo: Adding filter to /jobs/job/kill: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,550 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@5a33a542{/jobs/job/kill,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,551 INFO  [Driver] ui.ServerInfo: Adding filter to /stages/stage/kill: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,553 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@7e39f94e{/stages/stage/kill,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,561 INFO  [Driver] ui.ServerInfo: Adding filter to /metrics/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:48,564 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@68397cd5{/metrics/json,null,AVAILABLE,@Spark}
2026-07-10T07:54:48,606 INFO  [main] client.DefaultNoHARMFailoverProxyProvider: Connecting to ResourceManager at node49.host/192.168.1.49:8030
2026-07-10T07:54:48,663 INFO  [main] yarn.YarnRMClient: Registering the ApplicationMaster
2026-07-10T07:54:48,777 INFO  [main] yarn.ApplicationMaster: Preparing Local resources
2026-07-10T07:54:48,894 INFO  [main] spark.SecurityManager: Changing view acls to: hadoop
2026-07-10T07:54:48,895 INFO  [main] spark.SecurityManager: Changing modify acls to: hadoop
2026-07-10T07:54:48,895 INFO  [main] spark.SecurityManager: Changing view acls groups to: hadoop
2026-07-10T07:54:48,895 INFO  [main] spark.SecurityManager: Changing modify acls groups to: hadoop
2026-07-10T07:54:48,897 INFO  [main] spark.SecurityManager: SecurityManager: authentication disabled; ui acls disabled; users with view permissions: hadoop groups with view permissions: EMPTY; users with modify permissions: hadoop; groups with modify permissions: EMPTY; RPC SSL disabled
2026-07-10T07:54:49,285 INFO  [main] yarn.ApplicationMaster: ty: PUBLIC
    __spark_libs__/spark-common-utils_2.13-4.1.1.jar -> resource { scheme: "hdfs" host: "node49.host" port: 9000 file: "/spark/libs/spark-common-utils_2.13-4.1.1.jar" } size: 519585 timestamp: 1781443950550 type: FILE visibility: PUBLIC
    __spark_libs__/log4j-slf4j2-impl-2.24.3.jar -> resource { scheme: "hdfs" host: "node49.host" port: 9000 file: "/spark/libs/log4j-slf4j2-impl-2.24.3.jar" } size: 30133 timestamp: 1781443910789 type: FILE visibility: PUBLIC
    __spark_libs__/spark-sql-api_2.13-4.1.1.jar -> resource { scheme: "hdfs" host: "node49.host" port: 9000 file: "/spark/libs/spark-sql-api_2.13-4.1.1.jar" } size: 3042858 timestamp: 1781443963577 type: FILE visibility: PUBLIC
    __spark_libs__/arrow-vector-18.3.0.jar -> resource { scheme: "hdfs" host: "node49.host" port: 9000 file: "/spark/libs/arrow-vector-18.3.0.jar" } size: 2238051 timestamp: 1781443858603 type: FILE visibility: PUBLIC

===============================================================================
2026-07-10T07:54:49,338 INFO  [main] yarn.YarnAllocator: Resource profile 0 doesn't exist, adding it
2026-07-10T07:54:49,390 INFO  [main] conf.Configuration: resource-types.xml not found
2026-07-10T07:54:49,391 INFO  [main] resource.ResourceUtils: Unable to find 'resource-types.xml'.
2026-07-10T07:54:49,412 INFO  [dispatcher-event-loop-1] cluster.YarnSchedulerBackend$YarnSchedulerEndpoint: ApplicationMaster registered as NettyRpcEndpointRef(spark://YarnAM@node143.host:35371)
2026-07-10T07:54:49,422 INFO  [main] yarn.YarnAllocator: Will request 2 executor container(s) for ResourceProfile Id: 0, each with 1 core(s) and 1056 MB memory. with custom resources: <memory:1056, vCores:1>
2026-07-10T07:54:49,459 INFO  [main] yarn.YarnAllocator: Submitted 2 unlocalized container requests.
2026-07-10T07:54:49,549 INFO  [main] yarn.ApplicationMaster: Started progress reporter thread with (heartbeat: 3000, initial allocation: 200) intervals
2026-07-10T07:54:49,595 INFO  [Reporter] yarn.YarnAllocator: Launching container container_1783666251674_0002_01_000002 on host node143.host for executor with ID 1 for ResourceProfile Id 0
2026-07-10T07:54:49,601 INFO  [Reporter] yarn.YarnAllocator: Launching container container_1783666251674_0002_01_000003 on host node131.host for executor with ID 2 for ResourceProfile Id 0
2026-07-10T07:54:49,606 INFO  [Reporter] yarn.YarnAllocator: Received 2 containers from YARN, launching executors on 2 of them.
2026-07-10T07:55:08,744 INFO  [dispatcher-CoarseGrainedScheduler] cluster.YarnSchedulerBackend$YarnDriverEndpoint: Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.1.143:35300) with ID 1, ResourceProfileId 0
2026-07-10T07:55:09,527 INFO  [dispatcher-BlockManagerMaster] storage.BlockManagerMasterEndpoint: Registering block manager node143.host:40933 with 300.0 MiB RAM, BlockManagerId(1, node143.host, 40933, None)
2026-07-10T07:55:12,743 INFO  [dispatcher-CoarseGrainedScheduler] cluster.YarnSchedulerBackend$YarnDriverEndpoint: Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.1.131:33682) with ID 2, ResourceProfileId 0
2026-07-10T07:55:12,845 INFO  [Driver] cluster.YarnClusterSchedulerBackend: SchedulerBackend is ready for scheduling beginning after reached minRegisteredResourcesRatio: 0.8
2026-07-10T07:55:12,846 INFO  [Driver] cluster.YarnClusterScheduler: YarnClusterScheduler.postStartHook done
2026-07-10T07:55:13,063 INFO  [dispatcher-BlockManagerMaster] storage.BlockManagerMasterEndpoint: Registering block manager node131.host:34369 with 300.0 MiB RAM, BlockManagerId(2, node131.host, 34369, None)
2026-07-10T07:55:18,612 INFO  [Driver] internal.SharedState: Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir.
2026-07-10T07:55:18,617 INFO  [Driver] internal.SharedState: Warehouse path is 'hdfs://node49.host:9000/user/hive/warehouse'.
2026-07-10T07:55:18,666 INFO  [Driver] ui.ServerInfo: Adding filter to /SQL: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:55:18,670 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@32f0d71{/SQL,null,AVAILABLE,@Spark}
2026-07-10T07:55:18,671 INFO  [Driver] ui.ServerInfo: Adding filter to /SQL/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:55:18,673 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@4e4bd8c7{/SQL/json,null,AVAILABLE,@Spark}
2026-07-10T07:55:18,674 INFO  [Driver] ui.ServerInfo: Adding filter to /SQL/execution: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:55:18,677 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@5de55d8{/SQL/execution,null,AVAILABLE,@Spark}
2026-07-10T07:55:18,678 INFO  [Driver] ui.ServerInfo: Adding filter to /SQL/execution/json: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:55:18,681 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@c9dc3b5{/SQL/execution/json,null,AVAILABLE,@Spark}
2026-07-10T07:55:18,684 INFO  [Driver] ui.ServerInfo: Adding filter to /static/sql: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:55:18,687 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@7ec2eb97{/static/sql,null,AVAILABLE,@Spark}
